SkillFamily,Hit,UniqueWeapon,PhysMv,MagicMv,FireMv,LtngMv,HolyMv,StatusMv,PoiseMv,StaminaCost,AtkPhys,AtkMag,AtkFire,AtkLtng,AtkHoly,AddBaseAtk,OverwriteScaling,LackingFp
Barbaric Roar 2h R2,[Hand-to-Hand] Barbaric Roar 2h R2 #1 [2],Any,93.0,93.0,93.0,93.0,93.0,65.0,120.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Hand-to-Hand] Barbaric Roar 2h R2 #1 [3],Any,96.0,96.0,96.0,96.0,96.0,65.0,180.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Hand-to-Hand] Barbaric Roar Charged 2h R2 #1 [1],Any,97.0,97.0,97.0,97.0,97.0,80.0,180.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Hand-to-Hand] Barbaric Roar Charged 2h R2 #1 [2],Any,97.0,97.0,97.0,97.0,97.0,80.0,180.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Hand-to-Hand] Barbaric Roar Charged 2h R2 #1 [3],Any,111.0,111.0,111.0,111.0,111.0,80.0,250.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Hand-to-Hand] Barbaric Roar 2h R2 #2 [1],Any,99.0,99.0,99.0,99.0,99.0,80.0,120.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Hand-to-Hand] Barbaric Roar 2h R2 #2 [2],Any,121.0,121.0,121.0,121.0,121.0,100.0,140.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Hand-to-Hand] Barbaric Roar Charged 2h R2 #2 [1],Any,115.0,115.0,115.0,115.0,115.0,100.0,150.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Hand-to-Hand] Barbaric Roar Charged 2h R2 #2 [2],Any,145.0,145.0,145.0,145.0,145.0,135.0,250.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Claw] Barbaric Roar 1h R2 #1 [1],Any,73.0,73.0,73.0,73.0,73.0,65.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Claw] Barbaric Roar 1h R2 #1 [2],Any,73.0,73.0,73.0,73.0,73.0,65.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Claw] Barbaric Roar 1h R2 #1 [3],Any,78.0,78.0,78.0,78.0,78.0,65.0,150.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Claw] Barbaric Roar Charged 1h R2 #1 [1],Any,86.0,86.0,86.0,86.0,86.0,80.0,150.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Claw] Barbaric Roar Charged 1h R2 #1 [2],Any,86.0,86.0,86.0,86.0,86.0,80.0,150.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Claw] Barbaric Roar Charged 1h R2 #1 [3],Any,90.0,90.0,90.0,90.0,90.0,80.0,200.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Claw] Barbaric Roar 1h R2 #2 [1],Any,89.0,89.0,89.0,89.0,89.0,80.0,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Claw] Barbaric Roar 1h R2 #2 [2],Any,110.0,110.0,110.0,110.0,110.0,100.0,120.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Claw] Barbaric Roar Charged 1h R2 #2 [1],Any,105.0,105.0,105.0,105.0,105.0,100.0,120.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Claw] Barbaric Roar Charged 1h R2 #2 [2],Any,131.0,131.0,131.0,131.0,131.0,135.0,200.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Claw] Barbaric Roar 2h R2 #1 [1],Any,93.0,93.0,93.0,93.0,93.0,65.0,120.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Claw] Barbaric Roar 2h R2 #1 [2],Any,93.0,93.0,93.0,93.0,93.0,65.0,120.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Claw] Barbaric Roar 2h R2 #1 [3],Any,96.0,96.0,96.0,96.0,96.0,65.0,180.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Claw] Barbaric Roar Charged 2h R2 #1 [1],Any,97.0,97.0,97.0,97.0,97.0,80.0,180.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Claw] Barbaric Roar Charged 2h R2 #1 [2],Any,97.0,97.0,97.0,97.0,97.0,80.0,180.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Claw] Barbaric Roar Charged 2h R2 #1 [3],Any,111.0,111.0,111.0,111.0,111.0,80.0,250.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Claw] Barbaric Roar 2h R2 #2 [1],Any,99.0,99.0,99.0,99.0,99.0,80.0,120.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Claw] Barbaric Roar 2h R2 #2 [2],Any,121.0,121.0,121.0,121.0,121.0,100.0,140.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Claw] Barbaric Roar Charged 2h R2 #2 [1],Any,115.0,115.0,115.0,115.0,115.0,100.0,150.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Claw] Barbaric Roar Charged 2h R2 #2 [2],Any,145.0,145.0,145.0,145.0,145.0,135.0,250.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Beast Claw] Barbaric Roar 1h R2 #1 [1],Any,73.0,73.0,73.0,73.0,73.0,65.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Beast Claw] Barbaric Roar 1h R2 #1 [2],Any,73.0,73.0,73.0,73.0,73.0,65.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Beast Claw] Barbaric Roar 1h R2 #1 [3],Any,78.0,78.0,78.0,78.0,78.0,65.0,150.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Beast Claw] Barbaric Roar Charged 1h R2 #1 [1],Any,86.0,86.0,86.0,86.0,86.0,80.0,150.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Beast Claw] Barbaric Roar Charged 1h R2 #1 [2],Any,86.0,86.0,86.0,86.0,86.0,80.0,150.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Beast Claw] Barbaric Roar Charged 1h R2 #1 [3],Any,90.0,90.0,90.0,90.0,90.0,80.0,200.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Beast Claw] Barbaric Roar 1h R2 #2 [1],Any,89.0,89.0,89.0,89.0,89.0,80.0,100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 1h R2,[Beast Claw] Barbaric Roar 1h R2 #2 [2],Any,110.0,110.0,110.0,110.0,110.0,100.0,120.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Beast Claw] Barbaric Roar Charged 1h R2 #2 [1],Any,105.0,105.0,105.0,105.0,105.0,100.0,120.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 1h R2,[Beast Claw] Barbaric Roar Charged 1h R2 #2 [2],Any,131.0,131.0,131.0,131.0,131.0,135.0,200.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Beast Claw] Barbaric Roar 2h R2 #1 [1],Any,93.0,93.0,93.0,93.0,93.0,65.0,120.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Beast Claw] Barbaric Roar 2h R2 #1 [2],Any,93.0,93.0,93.0,93.0,93.0,65.0,120.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Beast Claw] Barbaric Roar 2h R2 #1 [3],Any,96.0,96.0,96.0,96.0,96.0,65.0,180.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Beast Claw] Barbaric Roar Charged 2h R2 #1 [1],Any,97.0,97.0,97.0,97.0,97.0,80.0,180.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Beast Claw] Barbaric Roar Charged 2h R2 #1 [2],Any,97.0,97.0,97.0,97.0,97.0,80.0,180.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Beast Claw] Barbaric Roar Charged 2h R2 #1 [3],Any,111.0,111.0,111.0,111.0,111.0,80.0,250.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Beast Claw] Barbaric Roar 2h R2 #2 [1],Any,99.0,99.0,99.0,99.0,99.0,80.0,120.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar 2h R2,[Beast Claw] Barbaric Roar 2h R2 #2 [2],Any,121.0,121.0,121.0,121.0,121.0,100.0,140.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Beast Claw] Barbaric Roar Charged 2h R2 #2 [1],Any,115.0,115.0,115.0,115.0,115.0,100.0,150.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barbaric Roar Charged 2h R2,[Beast Claw] Barbaric Roar Charged 2h R2 #2 [2],Any,145.0,145.0,145.0,145.0,145.0,135.0,250.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Braggart's Roar,Braggart's Roar - Roar,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,Strength,0.0
Braggart's Roar,Braggart's Roar - Roar (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Troll's Roar,Troll's Roar - Inner Roar,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,195.0,0.0,0.0,0.0,0.0,1.0,Strength,0.0
Troll's Roar,Troll's Roar - Outer Roar,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,1.0,Strength,0.0
Troll's Roar R2,Troll's Roar R2,Any,180.0,180.0,180.0,180.0,180.0,180.0,600.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Troll's Roar R2,Troll's Roar R2 - Ground Impact?,Any,140.0,140.0,140.0,140.0,140.0,140.0,200.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Troll's Roar R2,Troll's Roar R2 - Shockwave,Any,80.0,80.0,80.0,80.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Troll's Roar,Troll's Roar - Roar (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,85.0,0.0,0.0,0.0,0.0,1.0,Strength,1.0
Troll's Roar R2,Troll's Roar R2 (Lacking FP),Any,120.0,120.0,120.0,120.0,120.0,100.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Troll's Roar R2,Troll's Roar R2 - Ground Impact? (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Dagger] Spinning Slash #1,Any,110.0,110.0,110.0,110.0,110.0,65.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Dagger] Spinning Slash #2 [1],Any,65.0,65.0,65.0,65.0,65.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Dagger] Spinning Slash #2 [2],Any,115.0,115.0,115.0,115.0,115.0,70.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Dagger] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Dagger] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Dagger] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Throwing Blade] Spinning Slash #1,Any,110.0,110.0,110.0,110.0,110.0,65.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Throwing Blade] Spinning Slash #2 [1],Any,65.0,65.0,65.0,65.0,65.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Throwing Blade] Spinning Slash #2 [2],Any,115.0,115.0,115.0,115.0,115.0,70.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Throwing Blade] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Throwing Blade] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Throwing Blade] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Straight Sword] Spinning Slash #1,Any,110.0,110.0,110.0,110.0,110.0,65.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Straight Sword] Spinning Slash #2 [1],Any,65.0,65.0,65.0,65.0,65.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Straight Sword] Spinning Slash #2 [2],Any,115.0,115.0,115.0,115.0,115.0,70.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Straight Sword] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Straight Sword] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Straight Sword] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Light Greatsword] Spinning Slash #1,Any,110.0,110.0,110.0,110.0,110.0,65.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Light Greatsword] Spinning Slash #2 [1],Any,65.0,65.0,65.0,65.0,65.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Light Greatsword] Spinning Slash #2 [2],Any,115.0,115.0,115.0,115.0,115.0,70.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Light Greatsword] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Light Greatsword] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Light Greatsword] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Curved Sword] Spinning Slash #1,Any,110.0,110.0,110.0,110.0,110.0,65.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Curved Sword] Spinning Slash #2 [1],Any,65.0,65.0,65.0,65.0,65.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Curved Sword] Spinning Slash #2 [2],Any,115.0,115.0,115.0,115.0,115.0,70.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Curved Sword] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Curved Sword] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Curved Sword] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Backhand Blade] Spinning Slash #1,Any,110.0,110.0,110.0,110.0,110.0,65.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Backhand Blade] Spinning Slash #2 [1],Any,65.0,65.0,65.0,65.0,65.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Backhand Blade] Spinning Slash #2 [2],Any,115.0,115.0,115.0,115.0,115.0,70.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Backhand Blade] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Backhand Blade] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Backhand Blade] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Katana] Spinning Slash #1,Any,110.0,110.0,110.0,110.0,110.0,65.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Katana] Spinning Slash #2 [1],Any,65.0,65.0,65.0,65.0,65.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Katana] Spinning Slash #2 [2],Any,115.0,115.0,115.0,115.0,115.0,70.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Katana] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Katana] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Katana] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Axe] Spinning Slash #1,Any,110.0,110.0,110.0,110.0,110.0,65.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Axe] Spinning Slash #2 [1],Any,65.0,65.0,65.0,65.0,65.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Axe] Spinning Slash #2 [2],Any,115.0,115.0,115.0,115.0,115.0,70.0,290.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Axe] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Axe] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Axe] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Var1] Spinning Slash #1,Any,105.0,105.0,105.0,105.0,105.0,65.0,230.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Var1] Spinning Slash #2 [1],Any,60.0,60.0,60.0,60.0,60.0,50.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Var1] Spinning Slash #2 [2],Any,110.0,110.0,110.0,110.0,110.0,70.0,230.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Var1] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Var1] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Var1] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Var2] Spinning Slash #1,Any,105.0,105.0,105.0,105.0,105.0,65.0,230.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Var2] Spinning Slash #2 [1],Any,60.0,60.0,60.0,60.0,60.0,50.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Var2] Spinning Slash #2 [2],Any,110.0,110.0,110.0,110.0,110.0,70.0,230.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Var2] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Var2] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Var2] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Twinblade] Spinning Slash #1,Any,105.0,105.0,105.0,105.0,105.0,65.0,290.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Twinblade] Spinning Slash #2 [1],Any,60.0,60.0,60.0,60.0,60.0,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Twinblade] Spinning Slash #2 [2],Any,110.0,110.0,110.0,110.0,110.0,70.0,290.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Spinning Slash,[Twinblade] Spinning Slash #1 (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,65.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Twinblade] Spinning Slash #2 [1] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Spinning Slash,[Twinblade] Spinning Slash #2 [2] (Lacking FP),Any,85.0,85.0,85.0,85.0,85.0,70.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Impaling Thrust,Impaling Thrust,Any,187.0,187.0,187.0,187.0,187.0,100.0,600.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Impaling Thrust,Impaling Thrust (Lacking FP),Any,90.0,90.0,90.0,90.0,90.0,100.0,200.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Blind Spot,Blind Spot,Any,145.0,145.0,145.0,145.0,145.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Blind Spot,Blind Spot,Any,145.0,145.0,145.0,145.0,145.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Blind Spot,Blind Spot (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Blind Spot,Blind Spot (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Swift Slash,Swift Slash,Any,92.0,92.0,92.0,92.0,92.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Swift Slash,Swift Slash - Bullet,Any,120.0,120.0,120.0,120.0,120.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Swift Slash Charged,Swift Slash Charged,Any,104.0,104.0,104.0,104.0,104.0,100.0,300.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Swift Slash Charged,Swift Slash Charged - Bullet,Any,160.0,160.0,160.0,160.0,160.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Swift Slash,Swift Slash (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Swift Slash Charged (lacking FP),Swift Slash Charged (lacking FP),Any,80.0,80.0,80.0,80.0,80.0,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Piercing Fang,Piercing Fang,Any,212.0,212.0,212.0,212.0,212.0,100.0,600.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Piercing Fang,Piercing Fang (Lacking FP),Any,110.0,110.0,110.0,110.0,110.0,100.0,120.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
